state,name,place_id,google_maps_url,website,formatted_address,latitude,longitude,phone_number,scorecard_url,scorecard_source_page,scorecard_match_text
NC,The Georgia Club,ChIJV-4oeH519ogRsTnYwvnp4ww,https://maps.google.com/?cid=928843207093533105&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,http://www.thegeorgiaclub.com/,"1050 Chancellors Dr, Statham, GA 30666, USA",33.940202,-83.592156,(770) 725-8101,,,
VA,River Ridge Golf Course,ChIJV9OQWffwrYkRWvnakCP_iAw,https://maps.google.com/?cid=903252253506992474&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,,"705 Laramie Dr, Bracey, VA 23919, USA",36.5795069,-78.1427095,(434) 636-3351,,,
NC,Southern Oaks Golf Course,ChIJVRLsF9s4WIgRUooUU4-CXI0,https://maps.google.com/?cid=10186160009291008594&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,http://www.southernoaks-golf.com/,"105 Southern Oaks Dr, Easley, SC 29642, USA",34.7406776,-82.5388688,(864) 859-6698,,,
NC,Laurel ridge,ChIJVUpzIwA_WYgRYysC39-wzCU,https://maps.google.com/?cid=2723746350217964387&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,,"130 Primrose Ln, Whittier, NC 28789, USA",35.3566868,-83.30649079999999,,,,
NC,Elizabethton Golf Course,ChIJVVSj1VZ-WogRrRGPrXbM2-Q,https://maps.google.com/?cid=16490999270637244845&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,https://www.elizabethtongolf.com/,"185 Buck Van Huss Rd, Elizabethton, TN 37643, USA",36.3185941,-82.26746469999999,(423) 542-8051,,,
VA,Gauntlet Golf Club,ChIJW24DJTSTtokRhuCM6UkZCdM,https://maps.google.com/?cid=15206713422034821254&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,http://www.golfgauntlet.com/,"18 Fairway Dr, Fredericksburg, VA 22406, USA",38.4336543,-77.5736276,(540) 752-0963,https://golfgauntlet.com/yardage-book/,http://www.golfgauntlet.com/,Yardage Book
NC,Jamestown Park Golf Course,ChIJWa599ogPU4gROh1s41bstiU,https://maps.google.com/?cid=2717619283091529018&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,http://www.jamestownparkgolf.com/,"7041 E Fork Rd, Jamestown, NC 27282, USA",36.0118292,-79.95116759999999,(336) 454-4912,,,
VA,The Brookwoods Golf Club,ChIJXQ91nkHisIkRcujR7kmtnWE,https://maps.google.com/?cid=7033968726073534578&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,https://brookwoodsgolf.com/,"7325 Club Dr, Quinton, VA 23141, USA",37.5087471,-77.1713714,(804) 932-3737,http://brookwoodsgolf.com/wp-content/uploads/2020/02/scorecard.pdf,https://brookwoodsgolf.com/,Download Scorecard
NC,Sanford Golf Course,ChIJXVQXbHWmrIkR-psPgcSbsvQ,https://maps.google.com/?cid=17632326759390092282&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,http://sanfordnc.net/299/Golf-Course,"600 Golf Course Rd, Sanford, NC 27330, USA",35.5136463,-79.1746902,(919) 777-1901,http://sanfordnc.net/326/Scorecard,http://sanfordnc.net/299/Golf-Course,Scorecard
VA,Valley View Golf Club,ChIJY2T1QM0XtYkRtLIOF78omPo,https://maps.google.com/?cid=18057227507132707508&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,http://www.valleyviewgolfwv.com/,"4638 US-220, Moorefield, WV 26836, USA",39.007470999999995,-79.00422999999999,(304) 538-6564,,,
VA,Woodlands Golf Course,ChIJY8mlKtuEuokRw6P_prPyXbQ,https://maps.google.com/?cid=12996810953075958723&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,https://hampton.gov/334/The-Woodlands,"9 Woodland Rd, Hampton, VA 23663, USA",37.0258357,-76.3261661,(757) 727-1195,,,
NC,Scothurst Golf Course,ChIJYRLRLN8iq4kRb1fMuPNau1g,https://maps.google.com/?cid=6393804098806503279&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,https://scothurstgolfcourse.com/,"142 Scothurst Dr, Lumber Bridge, NC 28357, USA",34.8827407,-79.05977589999999,(910) 843-5357,,,
NC,Hemlock Golf Course,ChIJZ6fSe49XUogRmSMC3O5oLHo,https://maps.google.com/?cid=8803526746705109913&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,http://www.hemlockgolfcourse.com/,"1872 Power Dam Rd, Walnut Cove, NC 27052, USA",36.366954799999995,-80.1324157,(336) 591-7934,,,
VA,Eaglewood Golf Course-Langley AFB,ChIJZTmj-_mDuokR0IRJuJNywXI,https://maps.google.com/?cid=8269016369606526160&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,https://jbleforcesupport.com/golf/,"630 Weyland Rd, Langley AFB, VA 23665, USA",37.0891932,-76.37064710000001,(757) 764-4547,,,
VA,The 19th Hole at the Gauntlet,ChIJ_-7swJKTtokRMyxEIWhwYQk,https://maps.google.com/?cid=675945011619310643&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,http://www.golfgauntlet.com/,"18 Fairway Dr, Fredericksburg, VA 22406, USA",38.435016,-77.57137399999999,(540) 212-2938,https://golfgauntlet.com/yardage-book/,http://www.golfgauntlet.com/,Yardage Book
VA,Bel Meadow Public Golf Course,ChIJ_-QcdrZcSogROoDJuU6wcjU,https://maps.google.com/?cid=3851334483526123578&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,,"Bel Meadow Dr, Mt Clare, WV 26408, USA",39.181324,-80.271202,(304) 623-3701,,,
NC,Carolina Indoor Golf,ChIJ_6Uj424uWIgRfEpx5hRlymY,https://maps.google.com/?cid=7406843677604137596&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,http://www.carolinaindoorgolf.com/,"1168 N Pleasantburg Dr, Greenville, SC 29607, USA",34.872241599999995,-82.35848310000002,(864) 203-2605,,,
NC,Quixote Club,ChIJ_870UEVp_4gRTBPd-LIjR1c,https://maps.google.com/?cid=6289034656232575820&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,http://www.quixoteclub.com/,"875 Pinewood Rd, Sumter, SC 29154, USA",33.8962317,-80.3811812,(803) 775-5541,,,
VA,Bel Meadow Golf Club,ChIJ____v8pcSogRvIiD32GQ3uU,https://maps.google.com/?cid=16563835229551429820&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,,"Co Rte 20/19, Clarksburg, WV 26301, USA",39.184447,-80.2753393,,,,
VA,Kingsmill Plantation,ChIJ_fnnWy-IsIkREJBnBxJ9Yb0,https://maps.google.com/?cid=13646325862296424464&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,http://kingsmillcommunity.org/,"Williamsburg, VA 23185, USA",37.228914599999996,-76.6763252,(800) 832-5665,,,
VA,River District Social,ChIJa0lFXDGzUogRtwU3iC4h9WY,https://maps.google.com/?cid=7418872444900279735&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,https://www.riverdistrictsocial.com/,"680 Lynn St C, Danville, VA 24541, USA",36.582283499999996,-79.38519649999999,(434) 228-4155,,,
VA,Willow Creek Country Club,ChIJa2sl8nhjTYgRKqBB19f8qxg,https://maps.google.com/?cid=1777792481887363114&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,http://willowcreekva.com/,"10500 Virgil H Goode Hwy, Rocky Mount, VA 24151, USA",36.9442787,-79.87602989999999,(540) 483-0797,http://willowcreekva.com/rates-course,http://willowcreekva.com/,Scorecard
NC,Stryker Golf Course at Fort Bragg,ChIJaXvkKtBrq4kRhSfIa-rH_zc,https://maps.google.com/?cid=4035163600791807877&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,https://bragg.armymwr.com/programs/golf,"1219 Bragg Blvd, Fayetteville, NC 28307, USA",35.1275766,-78.9643561,(910) 396-3980,,,
NC,3's Greenville - Golf and Grubhouse,ChIJaZI0LV8uWIgRFeDm2pvf5DU,https://maps.google.com/?cid=3883474639185698837&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,https://www.3s.golf/,"61 Villa Rd, Greenville, SC 29615, USA",34.8601226,-82.3472366,(864) 233-6336,,,
NC,The Inn at Governors Club,ChIJa_47TPXBrIkRxlCY2FXp9oM,https://maps.google.com/?cid=9509044218154733766&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,https://www.theinnatgovernorsclub.com/,"11477 Club Dr, Chapel Hill, NC 27517, USA",35.846772099999995,-79.0402774,(984) 542-7676,,,
VA,X-Golf,ChIJb7QrsGvBtokRXi0r7CfJpW8,https://maps.google.com/?cid=8045057482670419294&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,https://xgolf-fredericksburg.com/,"1 Towne Centre Blvd STE 4500, Fredericksburg, VA 22407, USA",38.2901611,-77.510635,(540) 548-9079,,,
VA,Nicholas Memorial Golf Course,ChIJbUCv-2pVSYgRmKQ_ZxmIyL8,https://maps.google.com/?cid=13819445099274151064&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,,"Summersville, WV 26651, USA",38.317352199999995,-80.83300779999999,(304) 872-9850,,,
NC,Porters Neck Country Club,ChIJc88i8niNqYkRW2ncQJ6GnMI,https://maps.google.com/?cid=14023231353976023387&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,http://www.portersneckcountryclub.com/,"8403 Vintage Club Dr, Wilmington, NC 28411, USA",34.2926372,-77.7577695,(910) 686-8180,,,
NC,Blair Park Golf Course,ChIJcR1SzKUOU4gRvVNXQr56Bqo,https://maps.google.com/?cid=12251614793883407293&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,https://www.blairparkgc.com/,"1901 S Main St, High Point, NC 27260, USA",35.938151999999995,-79.9938943,(336) 883-3497,https://www.blairparkgc.com/scorecard/,https://www.blairparkgc.com/,Scorecard
NC,The Chimneys Golf Course,ChIJd6MbWa7d9YgRxhI_iRzU2BE,https://maps.google.com/?cid=1286010912641061574&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,https://www.chimneysgc.com/,"338 Monroe Hwy, Winder, GA 30680, USA",33.9587848,-83.711968,(770) 307-4900,,,
NC,Old Union Golf Course,ChIJd9iFAdQbX4gRSWBGH4EFkqw,https://maps.google.com/?cid=12435007573256986697&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,https://www.olduniongolf.com/,"78 Scores Pt, Blairsville, GA 30512, USA",34.936961,-84.02379959999999,(706) 745-4653,,,
NC,The Greens at Deerfield,ChIJdSEp4hJcXIgRc81D09OdqjA,https://maps.google.com/?cid=3506788792969448819&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,https://www.thegreensatdeerfield.com/,"161 Clubhouse Dr, LaFollette, TN 37766, USA",36.3523779,-84.00490959999999,(423) 566-0040,,,
NC,Pine Hills Golf Club,ChIJdwcC5Ond9YgRBbRXxufVdWA,https://maps.google.com/?cid=6950696791358026757&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,http://www.pinehillswinder.com/,"661 Hog Mountain Rd, Winder, GA 30680, USA",33.972207,-83.6906223,(770) 867-3150,https://www.pinehillswinder.com/course/scorecard/,http://www.pinehillswinder.com/,Scorecard
NC,Kerr Lake Country Club,ChIJe6jpD-eVrYkRoSNK4sB3Y2Q,https://maps.google.com/?cid=7233757096801084321&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,http://www.kerrlakecountryclub.com/,"6234, 600 Hedrick Dr, Henderson, NC 27537, USA",36.4037119,-78.3760893,(252) 492-1895,,,
NC,Franklin Golf Course,ChIJe88KUQolWYgR8LTj27ljD7s,https://maps.google.com/?cid=13479101859652416752&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,http://www.franklingolfcourse.com/,"1st Fairway Dr, Franklin, NC 28734, USA",35.167907,-83.397091,(828) 524-2288,,,
VA,CNU Indoor Golf Center,ChIJe_6dOQB5sIkRW5qfhCSPwhg,https://maps.google.com/?cid=1784145789398784603&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,,"101 Museum Dr, Newport News, VA 23606, USA",37.0541415,-76.4897895,,,,
NC,Boscobel Golf & Country Club,ChIJexp8XKhnWIgRVgjvSR8xEWw,https://maps.google.com/?cid=7787059241154447446&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,https://boscobelgolfclub.com/,"1221 Summers Dr, Pendleton, SC 29670, USA",34.6135643,-82.77518119999999,(864) 646-3991,,,
VA,Cypress Creek Golfers' Club,ChIJfStH8xxysIkRrEX4zGdMXdQ,https://maps.google.com/?cid=15302471117578978732&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,http://cypresscreekgolfersclub.com/,"600 Cypress Creek Pkwy, Smithfield, VA 23430, USA",36.9603689,-76.62727199999999,(757) 365-4774,,,
,Ruggles,ChIJffoiR-PBx4kRIemCKncrHFE,https://maps.google.com/?cid=5844594207234386209&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,https://aberdeen.armymwr.com/programs/ruggles-golf-course,"5600 Ruggles Rd, Aberdeen Proving Ground, MD 21005, USA",39.483169499999995,-76.1660919,(410) 278-4794,,,
NC,Willow Creek Golf Club,ChIJg1fHVz-GV4gRKN4Zj4tN_-A,https://maps.google.com/?cid=16212762445353705000&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,http://www.willow-creekgolf.com/,"205 Sandy Run Dr, Greer, SC 29651, USA",34.8113173,-82.1428813,(864) 670-9329,,,
NC,Willow Creek Golf Course Maintenance,ChIJg1fHVz-GV4gRlfv-ihkc00k,https://maps.google.com/?cid=5319626480886414229&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,http://www.willow-creekgolf.com/,"371 State Rd S-42-2788 A, Greer, SC 29651, USA",34.8089568,-82.15253899999999,(864) 848-4999,,,
NC,Golf Course Co,ChIJgRVZFhqGr4kRa6esW5QJD24,https://maps.google.com/?cid=7930568001620584299&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,,"200 Mulberry Hill Ln, Edenton, NC 27932, USA",36.0094032,-76.5324412,(252) 482-8077,,,
NC,Brasstown Valley Golf Club,ChIJgTt0wg0kX4gRsKj_YI1d79I,https://maps.google.com/?cid=15199470129197852848&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,https://brasstownvalley.com/championship-golf-course/,"6321 US-76, Young Harris, GA 30582, USA",34.9531922,-83.84256859999999,(706) 379-4613,,,
NC,Outerbanks Golf Getaways,ChIJgdq_2QDgpIkRc2vE91hs1WI,https://maps.google.com/?cid=7121717515126074227&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,,"4826 N Croatan Hwy, Kitty Hawk, NC 27949, USA",36.090323,-75.708899,(252) 255-1074,,,
NC,Pilot Knob Park Country Club,ChIJh3ugLsk3UogRLWgq0Cp4iEE,https://maps.google.com/?cid=4722156334574364717&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,http://www.pkpgolf.com/,"450 Club House Dr, Pilot Mountain, NC 27041, USA",36.3657387,-80.4718944,(336) 368-2828,,,
NC,Valley Ridge Golf Course,ChIJh7q3-e2XW4gRiQYcV3mDUUI,https://maps.google.com/?cid=4778745236792542857&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,https://www.valleyridge.golf/,"1180 Valley Home Rd, Morristown, TN 37814, USA",36.1919944,-83.31881229999999,(423) 586-9953,,,
NC,Warrenton Golf Club,ChIJhU6u93HorYkRCNlaWSro1PI,https://maps.google.com/?cid=17497865720826616072&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,http://warrentongolfclub.com/,"129 19th Hole Dr, Warrenton, NC 27589, USA",36.386690699999996,-78.1209736,(252) 257-1909,,,
NC,Bayonet At Puppy Creek,ChIJha9jDD85q4kRevGl_KZ3T8Q,https://maps.google.com/?cid=14145656513681027450&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,https://www.bayonetgolf.com/?amp,"349 S Parker Church Rd, Raeford, NC 28376, USA",35.012602099999995,-79.1290415,(888) 229-6638,,,
NC,Occano,ChIJhxdF8rSbr4kRTsVHHlMuHKY,https://maps.google.com/?cid=11969492844169119054&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,https://www.occano.com/,"216 Reider Boulevard, Merry Hill, NC 27957, USA",36.002835600000004,-76.6995348,(252) 482-4006,,,
NC,Governors Club,ChIJhyyEbPXBrIkRsvJIzFnIwXs,https://maps.google.com/?cid=8917629025175270066&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,http://www.governorsclubnc.com/,"11000 Governors Dr, Chapel Hill, NC 27517, USA",35.846195099999996,-79.03940039999999,(919) 933-7500,,,
NC,Beau Rivage Golf & Resort,ChIJi-jOs8D3qYkREPuIr4uXlKE,https://maps.google.com/?cid=11643097562860813072&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,http://www.beaurivagegolf.com/,"649 Rivage Promenade, Wilmington, NC 28412, USA",34.114311,-77.90630999999999,(910) 812-4885,,,
NC,Easley Golf Lounge,ChIJi2N4P7BJWIgR3zqtrJAwogU,https://maps.google.com/?cid=405940314347223775&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,https://www.easleygolflounge.com/,"619 Gentry Memorial Hwy suite g, Easley, SC 29640, USA",34.837185,-82.6301265,(864) 307-8130,,,
NC,Caswell Pines Golf Club,ChIJi_63O7E1rYkR-mYsPyOdqOs,https://maps.google.com/?cid=16980995169709745914&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,http://www.caswellpines.com/,"2380 County Home Rd, Blanch, NC 27212, USA",36.438590399999995,-79.31929319999999,(336) 694-2255,,,
VA,James River Country Club,ChIJiwen-rR5sIkRyVmcfuN6GCI,https://maps.google.com/?cid=2456848714230946249&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,https://www.jamesrivercc.com/,"1500 Country Club Rd, Newport News, VA 23606, USA",37.0543789,-76.5082081,(757) 595-3327,,,
VA,Fawn Lake Country Club,ChIJj-8DCpq8tokRn36meJC_wbA,https://maps.google.com/?cid=12736671848400846495&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,http://www.fawnlakecc.com/,"11305 Longstreet Dr, Spotsylvania Courthouse, VA 22551, USA",38.2678375,-77.7150802,(540) 972-6200,https://fawnlakecc.com/golf/hole-by-hole/,http://www.fawnlakecc.com/,Hole By Hole
NC,Washington Duke Inn & Golf Club,ChIJjekZ4L7mrIkRHAVBJHEa9DU,https://maps.google.com/?cid=3887761451569448220&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,http://www.washingtondukeinn.com/,"3001 Cameron Blvd, Durham, NC 27705, USA",35.9928204,-78.9474455,(919) 490-0999,,,
VA,Chester River Yacht & Country Club,ChIJk-y-zS6Lx4kRZXLSlMHkM9M,https://maps.google.com/?cid=15218759085891678821&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,http://www.crycc.org/,"7738 Quaker Neck Rd, Chestertown, MD 21620, USA",39.1898002,-76.07373799999999,(410) 778-3818,,,
NC,University Golf Course,ChIJk9PbGkZs9ogRiveyqomAwKI,https://maps.google.com/?cid=11727514758435501962&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,https://golfcourse.uga.edu/,"2600 Riverbend Rd, Athens, GA 30605, USA",33.9154498,-83.37194,(706) 369-5739,https://golfcourse.uga.edu/play/tools/scorecard/,https://golfcourse.uga.edu/,Scorecard
NC,La Follette Country Club,ChIJkZlnUvxZXIgRIL92tLOs6g0,https://maps.google.com/?cid=1002803754870161184&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,http://www.lafollettetngolf.com/,"317 Country Club Rd, LaFollette, TN 37766, USA",36.3849945,-84.1001663,(423) 562-9130,https://www.lafollettetngolf.com/course/scorecard/,http://www.lafollettetngolf.com/,Scorecard
NC,Finley Golf Club,ChIJl29IVILCrIkRpLpGc6we0jI,https://maps.google.com/?cid=3662023173022857892&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,http://www.finleygolfclub.com/,"500 Finley Golf Course Rd, Chapel Hill, NC 27514, USA",35.8969988,-79.0220922,(919) 962-2349,,,
VA,Royal New Kent Golf Course,ChIJl2N7nw3lsIkRh2-tpJ6DVCU,https://maps.google.com/?cid=2689919594837929863&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,,"New Kent County, VA 23140, USA",37.4739705,-77.0151118,,,,
NC,Patriot Hills Golf Club,ChIJlUfmaz7zW4gRwVpI6egb-jE,https://maps.google.com/?cid=3601221539196328641&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,http://www.patriothillsgolf.com/,"735 Constitution Dr, Jefferson City, TN 37760, USA",36.0602289,-83.4789663,(865) 475-4466,https://www.patriothillsgolf.com/aboutus/,http://www.patriothillsgolf.com/,Course Info / Scorecard
NC,Bays Mountain Golf Club,ChIJlW1oq__wWogRklNyPuaHxmE,https://maps.google.com/?cid=7045468090027627410&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,https://www.facebook.com/BaysMountainGolfClub/,"450 Silver Lake Rd, Church Hill, TN 37642, USA",36.5129976,-82.6931966,(423) 256-3777,,,
NC,Morristown Golf & Country Club,ChIJlY4Gx8OWW4gR0ql713DuKy8,https://maps.google.com/?cid=3399072512200124882&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,,"1180 Valley Home Rd, Morristown, TN 37813, USA",36.1918861,-83.3182928,(423) 586-9953,,,
NC,Old Chatham Golf Club,ChIJlZpllFLprIkRTMO0I8QJ6-4,https://maps.google.com/?cid=17215864738571141964&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,http://www.oldchathamgolf.org/,"1480 O'Kelly Chapel Rd, Durham, NC 27713, USA",35.8429043,-78.9328462,(919) 361-1400,,,
NC,River Falls Plantation,ChIJld9h13ODV4gRQf6oi5UK9aw,https://maps.google.com/?cid=12462879181227228737&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,http://www.riverfallsgolf.com/,"100 Player Blvd, Duncan, SC 29334, USA",34.8859062,-82.0760803,(864) 433-9192,,,
NC,Eagle Point Golf Maintenance,ChIJm85b1neNqYkRtu1snuNyBPc,https://maps.google.com/?cid=17799477949216124342&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,,"1350 Porters Neck Rd, Wilmington, NC 28411, USA",34.2902495,-77.76043659999999,(910) 686-7143,,,
VA,Gore FORE Virtual Sports Suite,ChIJmYgpomNpSogRaof1Ie-4Smo,https://maps.google.com/?cid=7659137453503383402&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,https://www.goreforevirtualsportssuite.com/,"120 S 2nd St, Clarksburg, WV 26301, USA",39.2796737,-80.3379125,(304) 709-7620,,,
VA,Dinaldo's Sunny Croft Bistro,ChIJmcjaR-FBSogRqvRY8s9meJw,https://maps.google.com/?cid=11274874710432216234&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,,"Co Rte 19/68, Clarksburg, WV 26301, USA",39.2598602,-80.3868136,(304) 624-4421,,,
NC,StorLogics Golf Simulator,ChIJn1xrO673qYkRrxbF0rDYpPA,https://maps.google.com/?cid=17340222719245227695&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,,"3829 Carolina Beach Rd #3039, Wilmington, NC 28412, USA",34.1749193,-77.9237403,(910) 620-9564,,,
